type_encoded,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],temp_difference,power,tool_wear_ratio,Machine failure,TWF,HDF,PWF,OSF,RNF
1,300.7,309.5,1393,43.9,81,8.800000000000011,6.403424083769633,0.3201581027667984,0,0,0,0,0,0
1,300.6,309.4,1432,44.2,84,8.799999999999955,6.627685863874346,0.33201581027667987,0,0,0,0,0,0
1,300.6,309.3,1510,46.0,87,8.699999999999989,7.273298429319372,0.3438735177865613,0,0,0,0,0,0
1,300.6,309.4,1521,37.2,90,8.799999999999955,5.924732984293194,0.3557312252964427,0,0,0,0,0,0
2,300.5,309.4,1360,46.2,93,8.899999999999977,6.579267015706807,0.3675889328063241,0,0,0,0,0,0
1,300.5,309.3,1881,25.5,98,8.800000000000011,5.022565445026178,0.38735177865612647,0,0,0,0,0,0
0,300.4,309.3,1413,50.3,101,8.900000000000034,7.442293193717277,0.39920948616600793,0,0,0,0,0,0
2,300.5,309.4,1642,36.2,103,8.899999999999977,6.224125654450262,0.40711462450592883,0,0,0,0,0,0
0,300.5,309.5,1542,38.5,108,9.0,6.216439790575916,0.4268774703557312,0,0,0,0,0,0
0,300.4,309.5,1447,39.3,110,9.100000000000023,5.954670157068063,0.43478260869565216,0,0,0,0,0,0
2,300.4,309.4,1530,40.4,112,9.0,6.472460732984294,0.4426877470355731,0,0,0,0,0,0
0,300.5,309.5,1795,27.7,117,9.0,5.206439790575916,0.4624505928853755,0,0,0,0,0,0
0,300.6,309.6,1290,57.4,119,9.0,7.753507853403141,0.47035573122529645,0,0,0,0,0,0
0,300.6,309.7,1639,30.4,121,9.099999999999966,5.217340314136125,0.4782608695652174,0,0,0,0,0,0
0,300.7,309.8,1596,31.5,123,9.100000000000023,5.264293193717277,0.48616600790513836,0,0,0,0,0,0
0,300.6,309.8,1455,48.0,125,9.199999999999989,7.313089005235602,0.49407114624505927,0,0,0,0,0,0
1,300.6,309.8,1659,28.9,127,9.199999999999989,5.020429319371727,0.5019762845849802,0,0,0,0,0,0
1,300.6,309.8,1532,42.5,130,9.199999999999989,6.817801047120419,0.5138339920948617,0,0,0,0,0,0
0,300.6,309.8,1502,42.4,133,9.199999999999989,6.668565445026178,0.525691699604743,0,0,0,0,0,0
0,300.6,309.8,1688,28.6,135,9.199999999999989,5.055162303664922,0.5335968379446641,0,0,0,0,0,0
1,300.5,309.7,1341,50.9,137,9.199999999999989,7.147319371727748,0.541501976284585,0,0,0,0,0,0
1,300.5,309.7,1685,29.4,140,9.199999999999989,5.187329842931937,0.5533596837944664,0,0,0,0,0,0
1,300.5,309.8,1370,55.9,143,9.300000000000011,8.019162303664922,0.5652173913043478,0,0,0,0,0,0
0,300.5,309.8,1461,52.5,146,9.300000000000011,8.031675392670158,0.5770750988142292,0,0,0,0,0,0
0,300.5,309.8,1550,37.4,148,9.300000000000011,6.070157068062827,0.5849802371541502,0,0,0,0,0,0
1,300.5,309.8,1508,37.8,150,9.300000000000011,5.968837696335078,0.5928853754940712,0,0,0,0,0,0
0,300.5,309.8,1345,62.7,153,9.300000000000011,8.830523560209425,0.6047430830039525,0,0,0,0,0,0
0,300.5,309.7,1616,34.5,155,9.199999999999989,5.837905759162304,0.6126482213438735,0,0,0,0,0,0
0,300.5,309.7,1395,61.0,157,9.199999999999989,8.910471204188482,0.6205533596837944,0,0,0,0,0,0
2,300.5,309.8,1324,72.8,159,9.300000000000011,10.092900523560209,0.6284584980237155,1,0,0,1,0,0
0,300.5,309.8,1445,43.9,164,9.300000000000011,6.6424607329842935,0.6482213438735178,0,0,0,0,0,0
1,300.5,309.8,1555,38.9,166,9.300000000000011,6.333979057591623,0.6561264822134387,0,0,0,0,0,0
1,300.6,309.9,1449,42.4,169,9.299999999999955,6.433256544502617,0.6679841897233202,0,0,0,0,0,0
1,300.5,309.9,1466,53.2,172,9.399999999999977,8.16661780104712,0.6798418972332015,0,0,0,0,0,0
0,300.5,309.9,1503,37.4,175,9.399999999999977,5.886094240837696,0.691699604743083,0,0,0,0,0,0
0,300.4,309.7,1488,35.7,177,9.300000000000011,5.5624712041884825,0.6996047430830039,0,0,0,0,0,0
0,300.4,309.7,1314,50.2,179,9.300000000000011,6.907099476439791,0.7075098814229249,0,0,0,0,0,0
1,300.4,309.7,1547,38.0,181,9.300000000000011,6.155602094240837,0.7154150197628458,0,0,0,0,0,0
1,300.4,309.7,1466,39.8,184,9.300000000000011,6.109612565445025,0.7272727272727273,0,0,0,0,0,0
0,300.3,309.6,1537,37.1,187,9.300000000000011,5.970963350785341,0.7391304347826086,0,0,0,0,0,0
1,300.2,309.5,1434,51.5,189,9.300000000000011,7.733089005235602,0.7470355731225297,0,0,0,0,0,0
0,300.4,309.6,1432,44.7,192,9.200000000000045,6.702659685863875,0.758893280632411,0,0,0,0,0,0
0,300.5,309.6,1390,48.4,194,9.100000000000023,7.044607329842932,0.766798418972332,0,0,0,0,0,0
0,300.5,309.7,1580,42.8,196,9.199999999999989,7.081047120418848,0.7747035573122529,0,0,0,0,0,0
0,300.5,309.7,1589,30.5,198,9.199999999999989,5.074816753926702,0.782608695652174,0,0,0,0,0,0
0,300.5,309.8,1441,48.8,200,9.300000000000011,7.363434554973822,0.7905138339920948,0,0,0,0,0,0
0,300.5,309.8,1305,51.7,202,9.300000000000011,7.064764397905759,0.7984189723320159,0,0,0,0,0,0
1,300.5,309.8,1566,35.9,204,9.300000000000011,5.8868481675392665,0.8063241106719368,0,0,0,0,0,0
0,300.5,309.8,1379,54.2,207,9.300000000000011,7.826366492146597,0.8181818181818182,1,0,0,0,1,0
0,300.4,309.6,1543,38.1,209,9.200000000000045,6.1558429319371735,0.8260869565217391,0,0,0,0,0,0
0,300.5,309.8,1421,49.6,211,9.300000000000011,7.380272251308901,0.83399209486166,0,0,0,0,0,0
0,300.5,309.6,1760,30.6,213,9.100000000000023,5.639371727748691,0.841897233201581,0,0,0,0,0,0
0,300.4,309.5,1711,29.2,215,9.100000000000023,5.231539267015706,0.849802371541502,0,0,0,0,0,0
0,300.5,309.6,1465,41.6,217,9.100000000000023,6.381570680628272,0.857707509881423,0,0,0,0,0,0
0,300.5,309.6,1366,50.2,219,9.100000000000023,7.180439790575916,0.8656126482213439,0,0,0,0,0,0
1,300.4,309.5,1888,21.9,221,9.100000000000023,4.329549738219895,0.8735177865612648,0,0,0,0,0,0
0,300.5,309.5,1777,23.6,0,9.0,4.391329842931937,0.0,0,0,0,0,0,0
0,300.5,309.5,1379,55.6,2,9.0,8.028523560209425,0.007905138339920948,0,0,0,0,0,0
0,300.4,309.5,1525,51.3,4,9.100000000000023,8.191884816753927,0.015810276679841896,0,0,0,0,0,0
1,300.4,309.6,1563,34.0,6,9.200000000000045,5.564607329842932,0.023715415019762844,0,0,0,0,0,0
1,300.5,309.7,1389,43.3,9,9.199999999999989,6.297769633507853,0.03557312252964427,0,0,0,0,0,0
1,300.6,309.8,1447,42.9,12,9.199999999999989,6.50013612565445,0.04743083003952569,0,0,0,0,0,0
1,300.6,309.7,1934,22.8,15,9.099999999999966,4.617298429319372,0.05928853754940711,0,0,0,0,0,0
2,300.6,309.7,1470,43.8,18,9.099999999999966,6.741989528795811,0.07114624505928854,0,0,0,0,0,0
1,300.6,309.7,1428,42.6,23,9.099999999999966,6.369926701570681,0.09090909090909091,0,0,0,0,0,0
0,300.4,309.6,1319,48.1,26,9.200000000000045,6.643340314136126,0.10276679841897234,0,0,0,0,0,0
0,300.5,309.7,1887,24.3,28,9.199999999999989,4.801476439790576,0.11067193675889328,0,0,0,0,0,0
0,300.4,309.5,1349,50.4,30,9.100000000000023,7.119329842931936,0.11857707509881422,0,0,0,0,0,0
1,300.3,309.5,1665,31.4,32,9.199999999999989,5.474450261780104,0.12648221343873517,0,0,0,0,0,0
0,300.3,309.5,1474,38.7,35,9.199999999999989,5.97317277486911,0.1383399209486166,0,0,0,0,0,0
0,300.4,309.5,1543,38.9,37,9.100000000000023,6.2850994764397905,0.14624505928853754,0,0,0,0,0,0
1,300.2,309.4,1459,43.9,39,9.199999999999989,6.706816753926701,0.1541501976284585,0,0,0,0,0,0
0,300.3,309.5,1551,37.9,42,9.199999999999989,6.155277486910994,0.16600790513833993,0,0,0,0,0,0
0,300.2,309.4,1981,21.4,44,9.199999999999989,4.4390994764397895,0.17391304347826086,0,0,0,0,0,0
0,300.2,309.4,1526,35.3,46,9.199999999999989,5.640607329842932,0.18181818181818182,0,0,0,0,0,0
1,300.2,309.4,1501,40.0,48,9.199999999999989,6.286910994764398,0.18972332015810275,0,0,0,0,0,0
0,300.2,309.4,1558,38.3,51,9.199999999999989,6.248314136125654,0.2015810276679842,0,0,0,0,0,0
0,300.2,309.3,1532,43.2,53,9.100000000000023,6.930094240837697,0.20948616600790515,0,0,0,0,0,0
0,300.1,309.2,1326,55.9,55,9.099999999999966,7.761612565445025,0.21739130434782608,0,0,0,0,0,0
0,300.2,309.2,1431,51.3,57,9.0,7.6869424083769635,0.22529644268774704,0,0,0,0,0,0
0,300.2,309.3,1366,49.3,59,9.100000000000023,7.051706806282723,0.233201581027668,0,0,0,0,0,0
0,300.1,309.2,1421,42.5,61,9.099999999999966,6.3238219895287955,0.24110671936758893,0,0,0,0,0,0
2,300.2,309.3,1506,35.6,63,9.100000000000023,5.613989528795812,0.2490118577075099,0,0,0,0,0,0
2,300.2,309.3,1342,48.7,68,9.100000000000023,6.843497382198953,0.26877470355731226,0,0,0,0,0,0
0,300.1,309.2,1427,37.6,73,9.099999999999966,5.61834554973822,0.2885375494071146,0,0,0,0,0,0
0,300.2,309.2,1667,29.9,75,9.0,5.219193717277486,0.2964426877470356,0,0,0,0,0,0
0,300.1,309.1,1400,46.7,77,9.0,6.84607329842932,0.30434782608695654,0,0,0,0,0,0
0,300.0,309.0,1709,32.1,79,9.0,5.744387434554974,0.31225296442687744,0,0,0,0,0,0
1,300.0,309.0,1368,45.8,81,9.0,6.560670157068063,0.3201581027667984,0,0,0,0,0,0
0,300.0,309.1,1882,23.8,84,9.100000000000023,4.690219895287958,0.33201581027667987,0,0,0,0,0,0
0,300.1,309.1,1353,58.7,86,9.0,8.316345549738221,0.33992094861660077,0,0,0,0,0,0
0,299.9,309.0,1553,40.0,88,9.100000000000023,6.504712041884817,0.34782608695652173,0,0,0,0,0,0
0,300.0,309.1,1431,45.4,90,9.100000000000023,6.802869109947644,0.3557312252964427,0,0,0,0,0,0
1,300.1,309.1,1731,30.4,92,9.0,5.5101989528795805,0.36363636363636365,0,0,0,0,0,0
1,300.1,309.2,1687,27.7,95,9.099999999999966,4.893183246073298,0.37549407114624506,0,0,0,0,0,1
1,300.1,309.2,1457,44.3,98,9.099999999999966,6.758649214659686,0.38735177865612647,0,0,0,0,0,0
0,300.1,309.2,1533,37.0,101,9.099999999999966,5.939371727748691,0.39920948616600793,0,0,0,0,0,0
2,300.0,309.0,1622,31.8,103,9.0,5.401005235602094,0.40711462450592883,0,0,0,0,0,0
0,300.0,309.1,1791,28.2,108,9.100000000000023,5.2886073298429315,0.4268774703557312,0,0,0,0,0,0
0,300.0,309.1,1631,28.3,110,9.100000000000023,4.833225130890052,0.43478260869565216,0,0,0,0,0,0
0,300.0,309.0,2174,16.9,112,9.0,3.8471832460732984,0.4426877470355731,0,0,0,0,0,0
0,300.1,309.0,1314,58.2,114,8.899999999999977,8.007832460732985,0.4505928853754941,0,0,0,0,0,0
0,300.1,309.1,1478,46.9,116,9.0,7.258450261780104,0.45849802371541504,0,0,0,0,0,0
0,300.1,309.2,1783,27.3,118,9.099999999999966,5.096952879581152,0.466403162055336,0,0,0,0,0,0
1,300.1,309.2,1385,46.1,120,9.099999999999966,6.685706806282722,0.4743083003952569,0,0,0,0,0,0
0,300.0,309.2,1444,43.6,123,9.199999999999989,6.592502617801047,0.48616600790513836,0,0,0,0,0,0
0,300.1,309.3,1841,23.0,125,9.199999999999989,4.433821989528796,0.49407114624505927,0,0,0,0,0,0
1,300.1,309.4,1349,56.2,127,9.299999999999955,7.938617801047121,0.5019762845849802,0,0,0,0,0,0
0,300.1,309.3,1340,56.0,130,9.199999999999989,7.857591623036649,0.5138339920948617,0,0,0,0,0,0
1,299.9,309.2,1539,43.2,132,9.300000000000011,6.961759162303665,0.5217391304347826,0,0,0,0,0,0
1,300.0,309.3,1932,21.8,135,9.300000000000011,4.410219895287958,0.5335968379446641,0,0,0,0,0,0
1,300.0,309.3,1407,43.9,138,9.300000000000011,6.467780104712041,0.5454545454545454,0,0,0,0,0,0
0,300.1,309.3,1712,28.5,141,9.199999999999989,5.109109947643979,0.5573122529644269,0,0,0,0,0,0
2,300.1,309.4,1329,55.2,143,9.299999999999955,7.681759162303665,0.5652173913043478,0,0,0,0,0,0
0,300.1,309.2,1441,42.9,148,9.099999999999966,6.473183246073298,0.5849802371541502,0,0,0,0,0,0
0,300.0,309.2,1610,32.1,150,9.199999999999989,5.411623036649215,0.5928853754940712,0,0,0,0,0,0
1,300.0,309.1,1474,45.2,152,9.100000000000023,6.9764188481675395,0.6007905138339921,0,0,0,0,0,0
1,300.0,309.1,1624,30.8,155,9.100000000000023,5.237612565445026,0.6126482213438735,0,0,0,0,0,0
2,300.1,309.3,1520,38.2,158,9.199999999999989,6.080000000000001,0.6245059288537549,0,0,0,0,0,0
2,300.1,309.3,1448,45.8,163,9.199999999999989,6.9443350785340305,0.6442687747035574,0,0,0,0,0,0
0,300.0,309.3,1558,29.7,168,9.300000000000011,4.845298429319372,0.6640316205533597,0,0,0,0,0,0
1,300.0,309.3,2293,16.3,170,9.300000000000011,3.9137068062827227,0.6719367588932806,0,0,0,0,0,0
0,300.0,309.3,1397,51.2,173,9.300000000000011,7.489675392670158,0.6837944664031621,0,0,0,0,0,0
0,300.0,309.3,1972,22.0,175,9.300000000000011,4.54282722513089,0.691699604743083,0,0,0,0,0,0
1,299.9,309.2,1574,36.5,177,9.300000000000011,6.0158115183246075,0.6996047430830039,0,0,0,0,0,0
0,299.9,309.2,1560,38.9,180,9.300000000000011,6.35434554973822,0.7114624505928854,0,0,0,0,0,0
1,299.9,309.2,1353,49.8,182,9.300000000000011,7.0554345549738215,0.7193675889328063,0,0,0,0,0,0
1,299.9,309.2,1389,51.2,185,9.300000000000011,7.446785340314136,0.7312252964426877,0,0,0,0,0,0
1,299.9,309.1,1513,43.8,188,9.200000000000045,6.939204188481675,0.7430830039525692,0,0,0,0,0,0
0,299.8,309.1,1578,42.1,191,9.300000000000011,6.95641884816754,0.7549407114624506,0,0,0,0,0,0
2,299.8,309.0,1467,37.3,193,9.199999999999989,5.729748691099476,0.7628458498023716,0,0,0,0,0,0
0,299.9,309.1,1412,48.3,198,9.200000000000045,7.1413193717277474,0.782608695652174,0,0,0,0,0,0
0,299.8,309.1,1668,30.3,200,9.300000000000011,5.292188481675393,0.7905138339920948,0,0,0,0,0,0
1,299.8,309.2,1678,29.8,202,9.399999999999977,5.236062827225131,0.7984189723320159,0,0,0,0,0,0
0,299.8,309.1,1612,35.4,205,9.300000000000011,5.975371727748691,0.8102766798418972,0,0,0,0,0,0
0,299.8,309.1,1485,39.9,207,9.300000000000011,6.20434554973822,0.8181818181818182,0,0,0,0,0,0
1,299.8,309.1,1456,39.4,209,9.300000000000011,6.006952879581152,0.8260869565217391,0,0,0,0,0,0
0,299.8,309.2,1504,38.7,212,9.399999999999977,6.094743455497382,0.8379446640316206,0,0,0,0,0,0
0,299.9,309.2,1491,44.3,214,9.300000000000011,6.916366492146597,0.8458498023715415,0,0,0,0,0,0
2,299.9,309.2,1525,33.2,0,9.300000000000011,5.301570680628273,0.0,0,0,0,0,0,0
0,300.0,309.2,1759,27.9,5,9.199999999999989,5.138858638743455,0.019762845849802372,0,0,0,0,0,0
1,299.8,309.1,1355,56.7,7,9.300000000000011,8.044869109947644,0.02766798418972332,0,0,0,0,0,0
1,299.9,309.1,1345,56.8,10,9.200000000000045,7.99958115183246,0.039525691699604744,0,0,0,0,0,0
1,299.9,309.2,1683,30.5,13,9.300000000000011,5.375026178010471,0.05138339920948617,0,0,0,0,0,0
0,299.9,309.2,1658,34.8,16,9.300000000000011,6.04171727748691,0.06324110671936758,0,0,0,0,0,0
0,300.0,309.2,1566,34.4,18,9.199999999999989,5.6408795811518315,0.07114624505928854,0,0,0,0,0,0
1,300.1,309.3,1469,43.9,20,9.199999999999989,6.752785340314136,0.07905138339920949,0,0,0,0,0,0
1,300.2,309.5,1458,46.9,23,9.300000000000011,7.160230366492146,0.09090909090909091,0,0,0,0,0,0
0,300.1,309.4,1858,23.6,26,9.299999999999955,4.591497382198953,0.10276679841897234,0,0,0,0,0,0
2,300.1,309.4,1563,40.8,28,9.299999999999955,6.677528795811518,0.11067193675889328,0,0,0,0,0,0
0,300.1,309.4,2141,17.9,33,9.299999999999955,4.012973821989529,0.13043478260869565,0,0,0,0,0,0
0,300.0,309.3,1473,46.0,35,9.300000000000011,7.095078534031414,0.1383399209486166,0,0,0,0,0,0
2,300.0,309.4,1498,38.5,37,9.399999999999977,6.0390575916230365,0.14624505928853754,0,0,0,0,0,0
0,300.1,309.4,1568,39.7,42,9.299999999999955,6.5182827225130895,0.16600790513833993,0,0,0,0,0,0
0,300.1,309.4,1694,27.4,44,9.299999999999955,4.8602722513089,0.17391304347826086,0,0,0,0,0,0
0,300.0,309.4,1499,35.7,46,9.399999999999977,5.60359162303665,0.18181818181818182,0,0,0,0,0,0
0,300.0,309.5,1717,28.3,48,9.5,5.088073298429319,0.18972332015810275,0,0,0,0,0,0
1,300.1,309.5,1462,42.8,50,9.399999999999977,6.552209424083769,0.1976284584980237,0,0,0,0,0,0
0,300.1,309.6,1642,34.5,53,9.5,5.931832460732984,0.20948616600790515,0,0,0,0,0,0
0,300.1,309.6,1760,25.4,55,9.5,4.681047120418848,0.21739130434782608,0,0,0,0,0,0
0,300.1,309.5,1660,32.7,57,9.399999999999977,5.683979057591624,0.22529644268774704,0,0,0,0,0,0
0,300.1,309.5,1557,40.6,59,9.399999999999977,6.619287958115184,0.233201581027668,0,0,0,0,0,0
2,300.2,309.6,1442,49.2,61,9.400000000000034,7.428942408376964,0.24110671936758893,0,0,0,0,0,0
0,300.2,309.6,1359,51.5,66,9.400000000000034,7.328638743455498,0.2608695652173913,0,0,0,0,0,0
0,300.4,309.8,1342,52.5,68,9.400000000000034,7.377486910994764,0.26877470355731226,0,0,0,0,0,0
0,300.4,309.9,1435,54.8,70,9.5,8.23434554973822,0.2766798418972332,0,0,0,0,0,0
0,300.4,309.9,1567,36.5,72,9.5,5.989057591623037,0.2845849802371542,0,0,0,0,0,0
0,300.4,309.9,1376,43.5,74,9.5,6.267643979057592,0.2924901185770751,0,0,0,0,0,0
2,300.4,309.9,1513,38.7,76,9.5,6.131214659685864,0.30039525691699603,0,0,0,0,0,0
2,300.4,309.9,2563,12.8,81,9.5,3.4352251308900525,0.3201581027667984,1,0,0,1,0,0
0,300.5,310.0,1521,45.1,86,9.5,7.182942408376964,0.33992094861660077,0,0,0,0,0,0
0,300.6,310.0,1658,34.7,88,9.399999999999977,6.024356020942409,0.34782608695652173,0,0,0,0,0,0
2,300.6,310.0,1419,42.4,90,9.399999999999977,6.300062827225131,0.3557312252964427,0,0,0,0,0,0
1,300.6,310.0,1478,36.3,95,9.399999999999977,5.617947643979057,0.37549407114624506,0,0,0,0,0,0
1,300.5,310.0,1415,43.5,98,9.5,6.445287958115183,0.38735177865612647,0,0,0,0,0,0
1,300.5,309.9,1780,26.5,101,9.399999999999977,4.939267015706807,0.39920948616600793,0,0,0,0,0,0
1,300.4,309.7,1440,42.8,104,9.300000000000011,6.453612565445026,0.41106719367588934,0,0,0,0,0,0
2,300.4,309.8,1448,39.7,107,9.400000000000034,6.019434554973823,0.42292490118577075,0,0,0,0,0,0
2,300.4,309.7,1500,35.2,112,9.300000000000011,5.528795811518325,0.4426877470355731,0,0,0,0,0,0
0,300.4,309.8,1513,32.9,117,9.400000000000034,5.212324607329843,0.4624505928853755,0,0,0,0,0,0
0,300.5,309.8,1428,43.8,119,9.300000000000011,6.549361256544502,0.47035573122529645,0,0,0,0,0,0
1,300.5,309.8,1473,42.3,121,9.300000000000011,6.524387434554973,0.4782608695652174,0,0,0,0,0,0
1,300.5,309.9,1483,49.3,124,9.399999999999977,7.655696335078534,0.4901185770750988,0,0,0,0,0,0
0,300.4,309.7,1534,42.5,127,9.300000000000011,6.826701570680628,0.5019762845849802,0,0,0,0,0,0
0,300.5,309.8,1367,54.0,129,9.300000000000011,7.7296335078534035,0.5098814229249012,0,0,0,0,0,0
0,300.4,309.7,1467,36.9,131,9.300000000000011,5.668303664921465,0.5177865612648221,0,0,0,0,0,0
1,300.4,309.7,1488,42.2,133,9.300000000000011,6.57524607329843,0.525691699604743,0,0,0,0,0,0
0,300.4,309.7,1679,30.1,136,9.300000000000011,5.291926701570681,0.5375494071146245,0,0,0,0,0,0
2,300.4,309.8,1409,47.5,138,9.400000000000034,7.0081151832460735,0.5454545454545454,0,0,0,0,0,0
1,300.4,309.7,1367,51.2,143,9.300000000000011,7.328837696335079,0.5652173913043478,0,0,0,0,0,0
0,300.4,309.8,1314,63.1,146,9.400000000000034,8.682031413612567,0.5770750988142292,0,0,0,0,0,0
0,300.5,309.9,1480,40.0,148,9.399999999999977,6.198952879581152,0.5849802371541502,0,0,0,0,0,0
0,300.4,309.8,1549,38.9,150,9.400000000000034,6.309539267015706,0.5928853754940712,0,0,0,0,0,0
0,300.4,309.7,1685,31.3,152,9.300000000000011,5.522565445026178,0.6007905138339921,0,0,0,0,0,0
0,300.4,309.6,1536,34.5,154,9.200000000000045,5.548900523560209,0.6086956521739131,0,0,0,0,0,0
1,300.4,309.7,1539,37.7,156,9.300000000000011,6.075424083769634,0.616600790513834,0,0,0,0,0,0
0,300.4,309.7,1384,45.1,159,9.300000000000011,6.535958115183246,0.6284584980237155,0,0,0,0,0,0
1,300.4,309.6,1614,30.3,161,9.200000000000045,5.120858638743456,0.6363636363636364,0,0,0,0,0,0
1,300.4,309.6,1675,35.5,164,9.200000000000045,6.226439790575916,0.6482213438735178,0,0,0,0,0,0
1,300.4,309.7,1685,32.3,167,9.300000000000011,5.699005235602093,0.6600790513833992,0,0,0,0,0,0
0,300.4,309.6,1386,56.9,170,9.200000000000045,8.257947643979056,0.6719367588932806,0,0,0,0,0,0
1,300.3,309.6,1488,41.3,172,9.300000000000011,6.435015706806282,0.6798418972332015,0,0,0,0,0,0
0,300.3,309.6,1624,32.6,175,9.300000000000011,5.543706806282723,0.691699604743083,0,0,0,0,0,0
0,300.3,309.6,1600,34.6,177,9.300000000000011,5.796858638743456,0.6996047430830039,0,0,0,0,0,0
0,300.3,309.6,1468,44.7,179,9.300000000000011,6.871162303664922,0.7075098814229249,0,0,0,0,0,0
0,300.3,309.6,1435,45.4,181,9.300000000000011,6.8218848167539266,0.7154150197628458,0,0,0,0,0,0
1,300.2,309.5,1564,33.4,183,9.300000000000011,5.4699057591623035,0.7233201581027668,0,0,0,0,0,0
1,300.2,309.4,1329,53.6,186,9.199999999999989,7.459099476439792,0.7351778656126482,0,0,0,0,0,0
0,300.1,309.3,1570,36.8,189,9.199999999999989,6.049842931937172,0.7470355731225297,0,0,0,0,0,0
1,300.2,309.4,1433,48.8,191,9.199999999999989,7.322554973821989,0.7549407114624506,0,0,0,0,0,0
0,300.2,309.4,1527,37.0,194,9.199999999999989,5.916125654450262,0.766798418972332,0,0,0,0,0,0
1,300.1,309.3,1443,50.3,196,9.199999999999989,7.600303664921466,0.7747035573122529,0,0,0,0,0,0
0,300.1,309.3,1616,32.0,199,9.199999999999989,5.414869109947644,0.7865612648221344,0,0,0,0,0,0
0,300.1,309.3,1654,31.0,201,9.199999999999989,5.369005235602094,0.7944664031620553,0,0,0,0,0,0
0,300.1,309.3,1685,27.1,203,9.199999999999989,4.78151832460733,0.8023715415019763,0,0,0,0,0,0
1,300.2,309.4,1456,48.8,205,9.199999999999989,7.4400837696335085,0.8102766798418972,0,0,0,0,0,0
1,300.2,309.4,1752,27.8,208,9.199999999999989,5.1000628272251305,0.8221343873517787,0,0,0,0,0,0
1,300.1,309.2,1438,51.0,211,9.099999999999966,7.679371727748691,0.83399209486166,0,0,0,0,0,0
0,300.1,309.1,1551,33.7,214,9.0,5.473162303664922,0.8458498023715415,0,0,0,0,0,0
0,300.1,309.2,1599,30.1,216,9.099999999999966,5.039780104712042,0.8537549407114624,0,0,0,0,0,0
1,300.1,309.2,1732,33.7,218,9.099999999999966,6.111874345549738,0.8616600790513834,0,0,0,0,0,0
1,300.1,309.2,1418,39.8,221,9.099999999999966,5.9095706806282715,0.8735177865612648,0,0,0,0,0,0
0,300.0,309.1,1401,44.5,0,9.100000000000023,6.528219895287958,0.0,0,0,0,0,0,0
0,300.0,309.0,1454,51.7,2,9.0,7.871392670157069,0.007905138339920948,0,0,0,0,0,0
1,300.0,309.2,1635,32.4,4,9.199999999999989,5.547015706806283,0.015810276679841896,0,0,0,0,0,0
0,300.0,309.1,1489,40.3,7,9.100000000000023,6.283424083769633,0.02766798418972332,0,0,0,0,0,0
0,300.0,309.1,1465,40.6,9,9.100000000000023,6.228167539267016,0.03557312252964427,0,0,0,0,0,0
1,300.0,309.1,1463,45.7,11,9.100000000000023,7.000952879581153,0.043478260869565216,0,0,0,0,0,0
2,300.1,309.1,1560,35.4,14,9.0,5.78261780104712,0.05533596837944664,0,0,0,0,0,0
1,300.1,309.2,1454,44.4,19,9.099999999999966,6.759958115183246,0.07509881422924901,0,0,0,0,0,0
0,300.2,309.1,1479,47.0,22,8.900000000000034,7.278848167539267,0.08695652173913043,0,0,0,0,0,0
0,300.2,309.2,1430,43.4,24,9.0,6.498638743455498,0.09486166007905138,0,0,0,0,0,0
1,300.1,309.1,1533,38.0,26,9.0,6.099895287958115,0.10276679841897234,0,0,0,0,0,0
0,300.1,309.0,1404,54.8,29,8.899999999999977,8.056460732984293,0.11462450592885376,0,0,0,0,0,0
1,300.1,308.9,1548,38.4,31,8.799999999999955,6.224418848167539,0.1225296442687747,0,0,0,0,0,0
1,300.1,309.0,1612,33.0,34,8.899999999999977,5.570261780104712,0.13438735177865613,0,0,0,0,0,0
